symbol,rating_date,analyst_ratings_buy,analyst_ratings_hold,analyst_ratings_sell,analyst_ratings_strong_sell,source
STT,2024-06-01,7,8,3,0,FMP
STT,2024-05-01,7,8,0,0,FMP
STT,2024-04-01,7,8,0,0,FMP
STT,2024-03-01,7,8,0,0,FMP
STT,2024-02-01,7,8,0,0,FMP
STT,2024-01-01,7,8,0,0,FMP
STT,2023-12-01,7,8,0,0,FMP
STT,2023-11-01,7,8,0,0,FMP
STT,2023-10-01,7,8,0,0,FMP
STT,2023-09-01,7,8,0,0,FMP
STT,2023-08-01,7,8,0,0,FMP
STT,2023-07-01,7,8,0,0,FMP
STT,2023-06-01,7,8,0,0,FMP
STT,2023-05-01,7,8,0,0,FMP
STT,2023-04-01,7,8,0,0,FMP
STT,2023-03-01,7,8,0,0,FMP
STT,2023-02-01,7,8,0,0,FMP
STT,2023-01-01,5,13,0,0,FMP
STT,2022-12-01,5,13,0,0,FMP
STT,2022-11-01,5,13,0,0,FMP
STT,2022-10-01,7,8,0,0,FMP
STT,2022-09-01,7,8,0,0,FMP
STT,2022-08-01,5,13,0,0,FMP
STT,2022-07-01,7,8,0,0,FMP
VLO,2025-06-01,10,4,0,0,FMP
VLO,2025-05-01,10,6,0,0,FMP
VLO,2025-04-01,10,5,0,1,FMP
VLO,2025-03-01,9,5,0,1,FMP
VLO,2025-02-01,8,5,0,1,FMP
VLO,2025-01-01,8,6,0,1,FMP
VLO,2024-12-01,8,6,0,1,FMP
VLO,2024-11-01,8,12,0,1,FMP
VLO,2024-10-01,9,12,1,1,FMP
VLO,2024-09-01,10,12,1,1,FMP
VLO,2024-08-01,11,12,1,1,FMP
VLO,2024-07-01,11,5,1,0,FMP
VLO,2024-06-01,11,5,1,0,FMP
VLO,2024-05-01,11,1,1,0,FMP
VLO,2024-04-01,11,1,1,0,FMP
VLO,2024-03-01,11,1,1,0,FMP
VLO,2024-02-01,11,1,1,0,FMP
VLO,2024-01-01,11,1,1,0,FMP
VLO,2023-12-01,11,1,1,0,FMP
VLO,2023-11-01,11,1,1,0,FMP
VLO,2023-10-01,11,1,1,0,FMP
VLO,2023-09-01,11,1,1,0,FMP
VLO,2023-08-01,11,1,1,0,FMP
VLO,2023-07-01,11,1,1,0,FMP
VLO,2023-06-01,11,1,1,0,FMP
VLO,2023-05-01,11,1,1,0,FMP
VLO,2023-04-01,11,1,1,0,FMP
VLO,2023-03-01,11,1,1,0,FMP
VLO,2023-02-01,11,1,1,0,FMP
VLO,2023-01-01,6,12,0,0,FMP
VLO,2022-12-01,6,12,0,0,FMP
VLO,2022-11-01,6,12,0,0,FMP
VLO,2022-10-01,12,2,1,0,FMP
VLO,2022-09-01,12,1,1,0,FMP
VLO,2022-08-01,6,12,0,0,FMP
VLO,2022-07-01,11,4,1,0,FMP
DGX,2025-06-01,8,10,0,0,FMP
DGX,2025-05-01,8,10,0,0,FMP
DGX,2025-04-01,8,10,0,0,FMP
DGX,2025-03-01,8,10,0,0,FMP
DGX,2025-02-01,8,9,0,0,FMP
DGX,2025-01-01,9,9,0,0,FMP
DGX,2024-12-01,8,10,0,0,FMP
DGX,2024-11-01,8,14,1,0,FMP
DGX,2024-10-01,7,14,1,0,FMP
DGX,2024-09-01,6,14,1,0,FMP
DGX,2024-08-01,6,14,1,1,FMP
DGX,2024-07-01,4,12,0,1,FMP
DGX,2024-06-01,4,12,0,1,FMP
DGX,2024-05-01,4,9,0,1,FMP
DGX,2024-04-01,4,9,0,1,FMP
DGX,2024-03-01,4,9,0,1,FMP
DGX,2024-02-01,4,9,0,1,FMP
DGX,2024-01-01,4,9,0,1,FMP
DGX,2023-12-01,4,9,0,1,FMP
DGX,2023-11-01,4,9,0,1,FMP
DGX,2023-10-01,4,9,0,1,FMP
DGX,2023-09-01,4,9,0,1,FMP
DGX,2023-08-01,4,9,0,1,FMP
DGX,2023-07-01,4,9,0,1,FMP
DGX,2023-06-01,4,9,0,1,FMP
DGX,2023-05-01,4,9,0,1,FMP
DGX,2023-04-01,4,9,0,1,FMP
DGX,2023-03-01,4,9,0,1,FMP
DGX,2023-02-01,4,9,0,1,FMP
DGX,2023-01-01,4,14,1,0,FMP
DGX,2022-12-01,4,14,1,0,FMP
DGX,2022-11-01,4,14,1,0,FMP
DGX,2022-10-01,4,14,1,0,FMP
DGX,2022-09-01,4,11,0,0,FMP
DGX,2022-08-01,4,14,1,0,FMP
DGX,2022-07-01,4,11,0,0,FMP
CMCSA,2025-06-01,10,14,1,1,FMP
CMCSA,2025-05-01,11,15,1,1,FMP
CMCSA,2025-04-01,11,15,1,1,FMP
CMCSA,2025-03-01,11,15,0,0,FMP
CMCSA,2025-02-01,11,15,0,0,FMP
CMCSA,2025-01-01,13,14,0,1,FMP
CMCSA,2024-12-01,12,12,0,1,FMP
CMCSA,2024-11-01,18,12,0,1,FMP
CMCSA,2024-10-01,18,13,1,1,FMP
CMCSA,2024-09-01,18,13,1,1,FMP
CMCSA,2024-08-01,18,14,1,1,FMP
CMCSA,2024-07-01,14,14,1,0,FMP
CMCSA,2024-06-01,14,13,1,0,FMP
CMCSA,2024-05-01,14,13,0,0,FMP
CMCSA,2024-04-01,14,13,0,0,FMP
CMCSA,2024-03-01,14,13,0,0,FMP
CMCSA,2024-02-01,14,13,0,0,FMP
CMCSA,2024-01-01,14,12,0,0,FMP
CMCSA,2023-12-01,14,12,0,0,FMP
CMCSA,2023-11-01,20,5,1,0,FMP
CMCSA,2023-10-01,20,5,1,0,FMP
CMCSA,2023-09-01,20,5,1,0,FMP
CMCSA,2023-08-01,20,5,1,0,FMP
CMCSA,2023-07-01,20,5,1,0,FMP
CMCSA,2023-06-01,20,5,1,0,FMP
CMCSA,2023-05-01,20,5,1,0,FMP
CMCSA,2023-04-01,20,5,1,0,FMP
CMCSA,2023-03-01,20,5,1,0,FMP
CMCSA,2023-02-01,20,5,1,0,FMP
CMCSA,2023-01-01,18,1,0,0,FMP
CMCSA,2022-12-01,18,1,0,0,FMP
CMCSA,2022-11-01,18,1,0,0,FMP
CMCSA,2022-10-01,18,1,0,0,FMP
CMCSA,2022-09-01,19,13,1,0,FMP
CMCSA,2022-08-01,18,1,0,0,FMP
CMCSA,2022-07-01,19,13,1,0,FMP
TRV,2025-06-01,3,11,0,3,FMP
TRV,2025-05-01,3,12,0,3,FMP
TRV,2025-04-01,3,15,1,3,FMP
TRV,2025-03-01,4,13,1,3,FMP
TRV,2025-02-01,4,12,1,3,FMP
TRV,2025-01-01,4,13,1,4,FMP
TRV,2024-12-01,4,15,1,4,FMP
TRV,2024-11-01,4,15,2,4,FMP
TRV,2024-10-01,5,15,3,4,FMP
TRV,2024-09-01,5,15,3,4,FMP
TRV,2024-08-01,5,15,3,3,FMP
TRV,2024-07-01,6,15,3,1,FMP
TRV,2024-06-01,6,14,3,0,FMP
TRV,2024-05-01,2,11,3,0,FMP
TRV,2024-04-01,2,11,3,0,FMP
TRV,2024-03-01,2,11,3,0,FMP
TRV,2024-02-01,2,11,3,0,FMP
TRV,2024-01-01,2,11,3,0,FMP
TRV,2023-12-01,2,11,3,0,FMP
TRV,2023-11-01,2,11,3,0,FMP
TRV,2023-10-01,2,11,3,0,FMP
TRV,2023-09-01,2,11,3,0,FMP
TRV,2023-08-01,2,11,3,0,FMP
TRV,2023-07-01,4,13,3,0,FMP
TRV,2023-06-01,4,11,3,0,FMP
TRV,2023-05-01,2,11,3,0,FMP
TRV,2023-04-01,2,11,3,0,FMP
TRV,2023-03-01,2,11,3,0,FMP
TRV,2023-02-01,2,11,3,0,FMP
TRV,2023-01-01,2,13,2,1,FMP
TRV,2022-12-01,2,13,2,1,FMP
TRV,2022-11-01,2,13,2,1,FMP
TRV,2022-10-01,1,16,3,0,FMP
TRV,2022-09-01,1,16,2,0,FMP
TRV,2022-08-01,2,13,2,1,FMP
TRV,2022-07-01,1,16,3,0,FMP
ELV,2025-06-01,13,4,0,0,FMP
ELV,2025-05-01,13,4,0,0,FMP
ELV,2025-04-01,14,4,0,0,FMP
ELV,2025-03-01,13,5,0,0,FMP
ELV,2025-02-01,12,5,0,0,FMP
ELV,2025-01-01,14,5,0,0,FMP
ELV,2024-12-01,14,4,0,0,FMP
ELV,2024-11-01,13,4,0,0,FMP
ELV,2024-10-01,14,4,0,0,FMP
ELV,2024-09-01,14,4,0,0,FMP
ELV,2024-08-01,14,4,0,0,FMP
ELV,2024-07-01,12,4,0,0,FMP
ELV,2024-06-01,12,3,0,0,FMP
ELV,2024-05-01,0,0,0,0,FMP
ELV,2024-04-01,0,0,0,0,FMP
ELV,2024-03-01,0,0,0,0,FMP
ELV,2024-02-01,0,0,0,0,FMP
ELV,2024-01-01,0,0,0,0,FMP
ELV,2023-12-01,0,0,0,0,FMP
ELV,2023-11-01,0,0,0,0,FMP
ELV,2023-10-01,0,0,0,0,FMP
ELV,2023-09-01,0,0,0,0,FMP
ELV,2023-08-01,0,0,0,0,FMP
ELV,2023-07-01,0,0,0,0,FMP
ELV,2023-06-01,0,0,0,0,FMP
ELV,2023-05-01,0,0,0,0,FMP
ELV,2023-04-01,0,0,0,0,FMP
ELV,2023-03-01,0,0,0,0,FMP
ELV,2023-02-01,0,0,0,0,FMP
ELV,2023-01-01,0,0,0,0,FMP
ELV,2022-12-01,0,0,0,0,FMP
ELV,2022-11-01,0,0,0,0,FMP
ELV,2022-10-01,0,0,0,0,FMP
ELV,2022-09-01,14,5,0,0,FMP
ELV,2022-08-01,0,0,0,0,FMP
ELV,2022-07-01,14,5,0,0,FMP
EA,2025-06-01,10,18,0,0,FMP
EA,2025-05-01,10,19,0,0,FMP
EA,2025-04-01,9,19,0,0,FMP
EA,2025-03-01,9,19,0,0,FMP
EA,2025-02-01,7,18,0,0,FMP
EA,2025-01-01,8,18,0,0,FMP
EA,2024-12-01,9,15,0,0,FMP
EA,2024-11-01,14,14,0,0,FMP
EA,2024-10-01,14,15,0,0,FMP
EA,2024-09-01,14,15,0,0,FMP
EA,2024-08-01,15,14,0,0,FMP
EA,2024-07-01,15,14,0,0,FMP
EA,2024-06-01,15,14,0,0,FMP
EA,2024-05-01,15,11,0,0,FMP
EA,2024-04-01,15,11,0,0,FMP
EA,2024-03-01,15,11,0,0,FMP
EA,2024-02-01,15,11,0,0,FMP
EA,2024-01-01,15,11,0,0,FMP
EA,2023-12-01,15,11,0,0,FMP
EA,2023-11-01,15,11,0,0,FMP
EA,2023-10-01,15,11,0,0,FMP
EA,2023-09-01,15,11,0,0,FMP
EA,2023-08-01,15,11,0,0,FMP
EA,2023-07-01,15,11,0,0,FMP
EA,2023-06-01,15,11,0,0,FMP
EA,2023-05-01,15,11,0,0,FMP
EA,2023-04-01,15,11,0,0,FMP
EA,2023-03-01,15,11,0,0,FMP
EA,2023-02-01,15,11,0,0,FMP
EA,2023-01-01,14,5,0,0,FMP
EA,2022-12-01,14,5,0,0,FMP
EA,2022-11-01,14,5,0,0,FMP
EA,2022-10-01,14,5,0,0,FMP
EA,2022-09-01,17,8,0,0,FMP
EA,2022-08-01,14,5,0,0,FMP
EA,2022-07-01,17,8,0,0,FMP
EBAY,2025-06-01,5,20,2,2,FMP
EBAY,2025-05-01,5,21,2,2,FMP
EBAY,2025-04-01,6,21,2,1,FMP
EBAY,2025-03-01,6,21,2,2,FMP
EBAY,2025-02-01,6,21,2,2,FMP
EBAY,2025-01-01,6,22,2,1,FMP
EBAY,2024-12-01,6,23,2,1,FMP
EBAY,2024-11-01,10,23,2,1,FMP
EBAY,2024-10-01,10,24,2,1,FMP
EBAY,2024-09-01,10,24,2,1,FMP
EBAY,2024-08-01,10,23,3,1,FMP
EBAY,2024-07-01,6,22,3,0,FMP
EBAY,2024-06-01,6,20,3,0,FMP
EBAY,2024-05-01,5,18,3,0,FMP
EBAY,2024-04-01,5,18,3,0,FMP
EBAY,2024-03-01,5,18,3,0,FMP
EBAY,2024-02-01,5,18,3,0,FMP
EBAY,2024-01-01,5,18,3,0,FMP
EBAY,2023-12-01,5,18,3,0,FMP
EBAY,2023-11-01,5,18,3,0,FMP
EBAY,2023-10-01,5,18,3,0,FMP
EBAY,2023-09-01,5,18,3,0,FMP
EBAY,2023-08-01,5,19,3,0,FMP
EBAY,2023-07-01,6,21,2,0,FMP
EBAY,2023-06-01,6,21,2,0,FMP
EBAY,2023-05-01,6,21,2,0,FMP
EBAY,2023-04-01,6,21,2,0,FMP
EBAY,2023-03-01,6,21,2,0,FMP
EBAY,2023-02-01,6,21,2,0,FMP
EBAY,2023-01-01,10,20,2,0,FMP
EBAY,2022-12-01,7,20,2,0,FMP
EBAY,2022-11-01,10,20,2,0,FMP
EBAY,2022-10-01,10,20,2,0,FMP
EBAY,2022-09-01,8,20,1,0,FMP
EBAY,2022-08-01,10,20,2,0,FMP
EBAY,2022-07-01,8,20,1,0,FMP
GS,2025-06-01,5,14,0,1,FMP
GS,2025-05-01,5,15,0,1,FMP
GS,2025-04-01,6,15,0,1,FMP
GS,2025-03-01,7,12,0,1,FMP
GS,2025-02-01,7,10,0,1,FMP
GS,2025-01-01,8,9,0,1,FMP
GS,2024-12-01,8,8,0,1,FMP
GS,2024-11-01,8,15,2,1,FMP
GS,2024-10-01,11,15,2,1,FMP
GS,2024-09-01,12,15,2,0,FMP
GS,2024-08-01,13,15,2,0,FMP
GS,2024-07-01,13,9,1,0,FMP
GS,2024-06-01,13,8,1,0,FMP
GS,2024-05-01,13,8,1,0,FMP
GS,2024-04-01,13,8,1,0,FMP
GS,2024-03-01,13,8,1,0,FMP
GS,2024-02-01,13,8,1,0,FMP
GS,2024-01-01,13,8,1,0,FMP
GS,2023-12-01,13,8,1,0,FMP
GS,2023-11-01,13,8,1,0,FMP
GS,2023-10-01,13,8,1,0,FMP
GS,2023-09-01,13,8,1,0,FMP
GS,2023-08-01,13,8,1,0,FMP
GS,2023-07-01,13,8,1,0,FMP
GS,2023-06-01,13,8,1,0,FMP
GS,2023-05-01,13,8,1,0,FMP
GS,2023-04-01,13,8,1,0,FMP
GS,2023-03-01,13,8,1,0,FMP
GS,2023-02-01,13,8,1,0,FMP
GS,2023-01-01,7,15,2,0,FMP
GS,2022-12-01,7,15,2,0,FMP
GS,2022-11-01,7,15,2,0,FMP
GS,2022-10-01,7,15,2,0,FMP
GS,2022-09-01,14,11,0,0,FMP
GS,2022-08-01,7,15,2,0,FMP
GS,2022-07-01,14,10,0,0,FMP
PFG,2025-06-01,1,6,2,1,FMP
PFG,2025-05-01,1,6,2,1,FMP
PFG,2025-04-01,1,7,2,1,FMP
PFG,2025-03-01,1,7,2,1,FMP
PFG,2025-02-01,1,7,2,1,FMP
PFG,2025-01-01,1,7,2,1,FMP
PFG,2024-12-01,1,10,2,1,FMP
PFG,2024-11-01,3,10,1,1,FMP
PFG,2024-10-01,3,13,1,1,FMP
PFG,2024-09-01,3,13,1,1,FMP
PFG,2024-08-01,3,12,1,1,FMP
PFG,2024-07-01,2,12,1,1,FMP
PFG,2024-06-01,2,12,1,1,FMP
PFG,2024-05-01,2,8,0,0,FMP
PFG,2024-04-01,2,8,0,0,FMP
PFG,2024-03-01,2,8,0,0,FMP
PFG,2024-02-01,2,8,0,0,FMP
PFG,2024-01-01,2,8,0,0,FMP
PFG,2023-12-01,2,8,0,0,FMP
PFG,2023-11-01,2,8,0,0,FMP
PFG,2023-10-01,2,8,0,0,FMP
PFG,2023-09-01,2,8,0,0,FMP
PFG,2023-08-01,2,8,0,0,FMP
PFG,2023-07-01,2,8,0,0,FMP
PFG,2023-06-01,2,8,0,0,FMP
PFG,2023-05-01,2,8,0,0,FMP
PFG,2023-04-01,2,8,0,0,FMP
PFG,2023-03-01,2,8,0,0,FMP
PFG,2023-02-01,2,8,0,0,FMP
PFG,2023-01-01,3,6,1,0,FMP
PFG,2022-12-01,3,6,1,0,FMP
PFG,2022-11-01,3,6,1,0,FMP
PFG,2022-10-01,2,9,1,2,FMP
PFG,2022-09-01,2,9,1,1,FMP
PFG,2022-08-01,3,6,1,0,FMP
PFG,2022-07-01,2,9,1,2,FMP
PRU,2025-06-01,2,13,0,1,FMP
PRU,2025-05-01,2,13,0,1,FMP
PRU,2025-04-01,2,13,0,1,FMP
PRU,2025-03-01,2,13,0,1,FMP
PRU,2025-02-01,2,13,0,2,FMP
PRU,2025-01-01,2,12,0,2,FMP
PRU,2024-12-01,2,12,0,1,FMP
PRU,2024-11-01,5,12,1,1,FMP
PRU,2024-10-01,5,12,1,1,FMP
PRU,2024-09-01,5,12,1,0,FMP
PRU,2024-08-01,5,11,2,0,FMP
PRU,2024-07-01,1,11,2,0,FMP
PRU,2024-06-01,1,11,2,0,FMP
PRU,2024-05-01,1,11,0,0,FMP
PRU,2024-04-01,1,11,0,0,FMP
PRU,2024-03-01,1,11,0,0,FMP
PRU,2024-02-01,1,11,0,0,FMP
PRU,2024-01-01,1,11,0,0,FMP
PRU,2023-12-01,1,11,0,0,FMP
PRU,2023-11-01,1,11,0,0,FMP
PRU,2023-10-01,1,11,0,0,FMP
PRU,2023-09-01,1,11,0,0,FMP
PRU,2023-08-01,1,11,0,0,FMP
PRU,2023-07-01,1,11,0,0,FMP
PRU,2023-06-01,1,11,0,0,FMP
PRU,2023-05-01,1,11,0,0,FMP
PRU,2023-04-01,1,11,0,0,FMP
PRU,2023-03-01,1,11,0,0,FMP
PRU,2023-02-01,1,11,0,0,FMP
PRU,2023-01-01,5,9,0,0,FMP
PRU,2022-12-01,5,9,0,0,FMP
PRU,2022-11-01,5,9,0,0,FMP
PRU,2022-10-01,0,14,1,1,FMP
PRU,2022-09-01,0,14,1,1,FMP
PRU,2022-08-01,5,9,0,0,FMP
PRU,2022-07-01,0,14,1,1,FMP
UPS,2025-06-01,14,12,1,2,FMP
UPS,2025-05-01,14,12,1,2,FMP
UPS,2025-04-01,16,12,1,2,FMP
UPS,2025-03-01,16,11,1,2,FMP
UPS,2025-02-01,15,10,1,2,FMP
UPS,2025-01-01,15,11,1,2,FMP
UPS,2024-12-01,14,12,1,2,FMP
UPS,2024-11-01,14,19,1,2,FMP
UPS,2024-10-01,13,19,2,2,FMP
UPS,2024-09-01,12,19,2,1,FMP
UPS,2024-08-01,13,19,2,1,FMP
UPS,2024-07-01,11,16,2,1,FMP
UPS,2024-06-01,11,16,2,1,FMP
UPS,2024-05-01,11,10,2,1,FMP
UPS,2024-04-01,11,10,2,1,FMP
UPS,2024-03-01,11,10,2,1,FMP
UPS,2024-02-01,11,10,2,1,FMP
UPS,2024-01-01,5,17,2,0,FMP
UPS,2023-12-01,11,10,2,1,FMP
UPS,2023-11-01,11,10,2,1,FMP
UPS,2023-10-01,11,10,2,1,FMP
UPS,2023-09-01,11,10,2,1,FMP
UPS,2023-08-01,11,10,2,1,FMP
UPS,2023-07-01,11,10,2,1,FMP
UPS,2023-06-01,11,10,2,1,FMP
UPS,2023-05-01,11,10,2,1,FMP
UPS,2023-04-01,11,10,2,1,FMP
UPS,2023-03-01,11,10,2,1,FMP
UPS,2023-02-01,11,10,2,1,FMP
UPS,2023-01-01,2,19,1,0,FMP
UPS,2022-12-01,2,19,1,0,FMP
UPS,2022-11-01,2,19,1,0,FMP
UPS,2022-10-01,10,14,1,0,FMP
UPS,2022-09-01,10,14,1,0,FMP
UPS,2022-08-01,2,19,1,0,FMP
UPS,2022-07-01,10,14,1,0,FMP
SPG,2025-06-01,7,10,0,0,FMP
SPG,2025-05-01,7,10,0,0,FMP
SPG,2025-04-01,7,11,0,0,FMP
SPG,2025-03-01,6,11,0,0,FMP
SPG,2025-02-01,6,12,0,0,FMP
SPG,2025-01-01,6,13,0,0,FMP
SPG,2024-12-01,5,13,0,0,FMP
SPG,2024-11-01,10,12,0,0,FMP
SPG,2024-10-01,10,13,0,0,FMP
SPG,2024-09-01,10,13,0,0,FMP
SPG,2024-08-01,10,11,0,0,FMP
SPG,2024-07-01,5,11,0,0,FMP
SPG,2024-06-01,5,11,0,0,FMP
SPG,2024-05-01,5,10,0,0,FMP
SPG,2024-04-01,5,10,0,0,FMP
SPG,2024-03-01,5,10,0,0,FMP
SPG,2024-02-01,5,10,0,0,FMP
SPG,2024-01-01,5,10,0,0,FMP
SPG,2023-12-01,5,10,0,0,FMP
SPG,2023-11-01,5,10,0,0,FMP
SPG,2023-10-01,5,10,0,0,FMP
SPG,2023-09-01,5,10,0,0,FMP
SPG,2023-08-01,5,10,0,0,FMP
SPG,2023-07-01,5,10,0,0,FMP
SPG,2023-06-01,5,10,0,0,FMP
SPG,2023-05-01,5,10,0,0,FMP
SPG,2023-04-01,5,10,0,0,FMP
SPG,2023-03-01,5,10,0,0,FMP
SPG,2023-02-01,5,10,0,0,FMP
SPG,2023-01-01,10,5,0,0,FMP
SPG,2022-12-01,10,5,0,0,FMP
SPG,2022-11-01,10,5,0,0,FMP
SPG,2022-10-01,5,9,0,0,FMP
SPG,2022-09-01,5,9,0,0,FMP
SPG,2022-08-01,10,5,0,0,FMP
SPG,2022-07-01,5,9,0,0,FMP
WAT,2025-06-01,6,15,0,0,FMP
WAT,2025-05-01,6,15,0,0,FMP
WAT,2025-04-01,6,15,0,0,FMP
WAT,2025-03-01,6,17,0,1,FMP
WAT,2025-02-01,4,17,0,2,FMP
WAT,2025-01-01,4,17,0,2,FMP
WAT,2024-12-01,3,17,0,2,FMP
WAT,2024-11-01,3,16,1,2,FMP
WAT,2024-10-01,3,18,1,1,FMP
WAT,2024-09-01,2,18,1,1,FMP
WAT,2024-08-01,2,19,2,1,FMP
WAT,2024-07-01,1,19,2,1,FMP
WAT,2024-06-01,1,19,2,1,FMP
WAT,2024-05-01,1,10,2,1,FMP
WAT,2024-04-01,1,10,2,1,FMP
WAT,2024-03-01,1,10,2,1,FMP
WAT,2024-02-01,1,10,2,1,FMP
WAT,2024-01-01,1,10,2,1,FMP
WAT,2023-12-01,1,10,2,1,FMP
WAT,2023-11-01,1,10,2,1,FMP
WAT,2023-10-01,1,10,2,1,FMP
WAT,2023-09-01,1,10,2,1,FMP
WAT,2023-08-01,1,10,2,1,FMP
WAT,2023-07-01,1,10,2,1,FMP
WAT,2023-06-01,1,10,2,1,FMP
WAT,2023-05-01,1,10,2,1,FMP
WAT,2023-04-01,1,10,2,1,FMP
WAT,2023-03-01,1,10,2,1,FMP
WAT,2023-02-01,1,10,2,1,FMP
WAT,2023-01-01,0,9,1,0,FMP
WAT,2022-12-01,0,9,1,0,FMP
WAT,2022-11-01,0,9,1,0,FMP
WAT,2022-10-01,2,13,0,0,FMP
WAT,2022-09-01,2,13,0,0,FMP
WAT,2022-08-01,0,9,1,0,FMP
WAT,2022-07-01,2,13,0,0,FMP
EQR,2025-06-01,4,15,0,0,FMP
EQR,2025-05-01,5,15,0,0,FMP
EQR,2025-04-01,5,15,0,0,FMP
EQR,2025-03-01,5,16,0,0,FMP
EQR,2025-02-01,5,15,0,0,FMP
EQR,2025-01-01,5,16,0,0,FMP
EQR,2024-12-01,5,16,0,0,FMP
EQR,2024-11-01,5,17,3,1,FMP
EQR,2024-10-01,8,17,3,1,FMP
EQR,2024-09-01,8,17,3,1,FMP
EQR,2024-08-01,7,17,3,1,FMP
EQR,2024-07-01,7,17,3,1,FMP
EQR,2024-06-01,6,17,3,1,FMP
EQR,2024-05-01,1,17,3,1,FMP
EQR,2024-04-01,1,17,3,1,FMP
EQR,2024-03-01,1,17,3,1,FMP
EQR,2024-02-01,1,17,3,1,FMP
EQR,2024-01-01,1,17,3,1,FMP
EQR,2023-12-01,1,17,3,1,FMP
EQR,2023-11-01,1,17,3,1,FMP
EQR,2023-10-01,1,17,3,1,FMP
EQR,2023-09-01,1,17,3,1,FMP
EQR,2023-08-01,1,17,3,1,FMP
EQR,2023-07-01,1,17,3,1,FMP
EQR,2023-06-01,1,17,3,1,FMP
EQR,2023-05-01,1,17,3,1,FMP
EQR,2023-04-01,1,17,3,1,FMP
EQR,2023-03-01,1,17,3,1,FMP
EQR,2023-02-01,1,17,3,1,FMP
EQR,2023-01-01,2,17,3,1,FMP
EQR,2022-12-01,2,17,3,1,FMP
EQR,2022-11-01,2,17,3,1,FMP
EQR,2022-10-01,2,17,3,1,FMP
EQR,2022-09-01,5,18,0,0,FMP
EQR,2022-08-01,2,17,3,1,FMP
EQR,2022-07-01,7,16,0,0,FMP
NVDA,2025-06-01,45,6,1,0,FMP
NVDA,2025-05-01,44,8,1,0,FMP
NVDA,2025-04-01,46,7,1,0,FMP
NVDA,2025-03-01,47,5,0,0,FMP
NVDA,2025-02-01,48,5,0,0,FMP
NVDA,2025-01-01,48,5,0,0,FMP
NVDA,2024-12-01,48,4,0,0,FMP
NVDA,2024-11-01,49,15,1,1,FMP
NVDA,2024-10-01,48,15,1,1,FMP
NVDA,2024-09-01,48,15,1,1,FMP
NVDA,2024-08-01,45,15,2,1,FMP
NVDA,2024-07-01,36,12,2,0,FMP
NVDA,2024-06-01,34,12,2,0,FMP
NVDA,2024-05-01,21,12,2,0,FMP
NVDA,2024-04-01,21,12,2,0,FMP
NVDA,2024-03-01,21,12,2,0,FMP
NVDA,2024-02-01,21,12,2,0,FMP
NVDA,2024-01-01,21,12,2,0,FMP
NVDA,2023-12-01,21,12,2,0,FMP
NVDA,2023-11-01,21,12,2,0,FMP
NVDA,2023-10-01,21,12,2,0,FMP
NVDA,2023-09-01,21,12,2,0,FMP
NVDA,2023-08-01,21,12,2,0,FMP
NVDA,2023-07-01,29,6,1,0,FMP
NVDA,2023-06-01,26,8,0,0,FMP
NVDA,2023-05-01,21,12,2,0,FMP
NVDA,2023-04-01,21,12,2,0,FMP
NVDA,2023-03-01,21,12,2,0,FMP
NVDA,2023-02-01,21,12,2,0,FMP
NVDA,2023-01-01,14,15,1,1,FMP
NVDA,2022-12-01,14,15,1,1,FMP
NVDA,2022-11-01,14,15,1,1,FMP
NVDA,2022-10-01,29,8,1,0,FMP
NVDA,2022-09-01,28,9,1,0,FMP
NVDA,2022-08-01,14,15,1,1,FMP
NVDA,2022-07-01,26,8,1,0,FMP
PPL,2025-06-01,8,5,0,0,FMP
PPL,2025-05-01,8,5,0,1,FMP
PPL,2025-04-01,8,4,0,1,FMP
PPL,2025-03-01,8,5,0,1,FMP
PPL,2025-02-01,8,5,0,1,FMP
PPL,2025-01-01,8,5,0,1,FMP
PPL,2024-12-01,8,5,0,0,FMP
PPL,2024-11-01,8,12,0,0,FMP
PPL,2024-10-01,8,12,0,0,FMP
PPL,2024-09-01,8,12,0,0,FMP
PPL,2024-08-01,7,12,1,0,FMP
PPL,2024-07-01,6,8,1,0,FMP
PPL,2024-06-01,6,8,1,0,FMP
PPL,2024-05-01,4,8,1,0,FMP
PPL,2024-04-01,4,8,1,0,FMP
PPL,2024-03-01,4,8,1,0,FMP
PPL,2024-02-01,4,8,1,0,FMP
PPL,2024-01-01,4,8,1,0,FMP
PPL,2023-12-01,4,8,1,0,FMP
PPL,2023-11-01,4,8,1,0,FMP
PPL,2023-10-01,4,8,1,0,FMP
PPL,2023-09-01,4,8,1,0,FMP
PPL,2023-08-01,4,8,1,0,FMP
PPL,2023-07-01,4,8,1,0,FMP
PPL,2023-06-01,4,8,1,0,FMP
PPL,2023-05-01,4,8,1,0,FMP
PPL,2023-04-01,4,8,1,0,FMP
PPL,2023-03-01,4,8,1,0,FMP
PPL,2023-02-01,4,8,1,0,FMP
PPL,2023-01-01,1,12,0,0,FMP
PPL,2022-12-01,1,12,0,0,FMP
PPL,2022-11-01,1,12,0,0,FMP
PPL,2022-10-01,6,7,0,0,FMP
PPL,2022-09-01,5,8,0,0,FMP
PPL,2022-08-01,1,12,0,0,FMP
PPL,2022-07-01,7,6,0,0,FMP
COR,2025-06-01,10,6,0,1,FMP
COR,2025-05-01,9,6,0,1,FMP
COR,2025-04-01,9,6,0,1,FMP
COR,2025-03-01,9,7,0,1,FMP
